@RELATION census_income

@ATTRIBUTE age				NUMERIC
@ATTRIBUTE workclass		{Private, Self-emp-not-inc, Self-emp-inc, Federal-gov, Local-gov, State-gov, Without-pay, Never-worked}
@ATTRIBUTE fnlwgt			NUMERIC
@ATTRIBUTE education		{Bachelors, Some-college, 11th, HS-grad, Prof-school, Assoc-acdm, Assoc-voc, 9th, 7th-8th, 12th, Masters, 1st-4th, 10th, Doctorate, 5th-6th, Preschool}
@ATTRIBUTE education-num	NUMERIC
@ATTRIBUTE marital-status	{Married-civ-spouse, Divorced, Never-married, Separated, Widowed, Married-spouse-absent, Married-AF-spouse}
@ATTRIBUTE occupation		{Tech-support, Craft-repair, Other-service, Sales, Exec-managerial, Prof-specialty, Handlers-cleaners, Machine-op-inspct, Adm-clerical, Farming-fishing, Transport-moving, Priv-house-serv, Protective-serv, Armed-Forces}
@ATTRIBUTE relationship		{Wife, Own-child, Husband, Not-in-family, Other-relative, Unmarried}
@ATTRIBUTE race				{White, Asian-Pac-Islander, Amer-Indian-Eskimo, Other, Black}
@ATTRIBUTE sex				{Female, Male}
@ATTRIBUTE capital-gain		NUMERIC
@ATTRIBUTE capital-loss		NUMERIC
@ATTRIBUTE hours-per-week	NUMERIC
@ATTRIBUTE native-country	{United-States, Cambodia, England, Puerto-Rico, Canada, Germany, Outlying-US(Guam-USVI-etc), India, Japan, Greece, South, China, Cuba, Iran, Honduras, Philippines, Italy, Poland, Jamaica, Vietnam, Mexico, Portugal, Ireland, France, Dominican-Republic, Laos, Ecuador, Taiwan, Haiti, Columbia, Hungary, Guatemala, Nicaragua, Scotland, Thailand, Yugoslavia, El-Salvador, Trinadad&Tobago, Peru, Hong, Holand-Netherlands}
@ATTRIBUTE class {>50K, <=50K}

@DATA
41, Private, 222596, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 15024, 0, 45, United-States, >50K
23, Private, 100345, Bachelors, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K
22, Private, 409230, 12th, 8, Never-married, Transport-moving, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
36, Self-emp-not-inc, 112497, Prof-school, 15, Divorced, Prof-specialty, Unmarried, White, Male, 25236, 0, 40, United-States, >50K
65, Self-emp-inc, 115922, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
59, ?, 375049, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 41, United-States, >50K
25, Private, 243560, HS-grad, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 40, Columbia, <=50K
33, Local-gov, 182971, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1887, 40, United-States, >50K
31, Private, 127215, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
50, State-gov, 276241, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
49, State-gov, 175109, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
43, Private, 498079, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
23, Federal-gov, 344394, Some-college, 10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 99872, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 3103, 0, 40, India, >50K
23, Private, 245302, Some-college, 10, Divorced, Sales, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
63, Private, 43313, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 188467, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, Self-emp-inc, 351278, Bachelors, 13, Divorced, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
31, Private, 182246, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
32, Private, 79870, Some-college, 10, Married-civ-spouse, Exec-managerial, Own-child, White, Female, 2597, 0, 40, Japan, <=50K
48, ?, 353824, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, ?, >50K
31, Private, 387116, Some-college, 10, Never-married, Adm-clerical, Not-in-family, Black, Female, 0, 0, 36, Jamaica, <=50K
47, Private, 34248, Assoc-voc, 11, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
54, State-gov, 198741, Some-college, 10, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
23, Private, 32950, Some-college, 10, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 381153, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Private, 100067, 11th, 7, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 35, United-States, >50K
34, Private, 208785, Assoc-acdm, 12, Divorced, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, >50K
31, Private, 61559, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
41, Private, 176452, HS-grad, 9, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, Peru, <=50K
41, ?, 128700, HS-grad, 9, Never-married, ?, Own-child, White, Female, 0, 0, 40, United-States, <=50K
27, Self-emp-not-inc, 328518, Assoc-voc, 11, Never-married, Prof-specialty, Other-relative, White, Male, 0, 0, 30, United-States, <=50K
30, ?, 201196, 11th, 7, Never-married, ?, Own-child, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 378546, Some-college, 10, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Local-gov, 212210, Assoc-acdm, 12, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 20, ?, <=50K
59, Federal-gov, 178660, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 235826, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K
35, Self-emp-not-inc, 22641, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
59, Private, 316027, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 45, Cuba, <=50K
47, Private, 431515, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
51, Self-emp-not-inc, 149770, HS-grad, 9, Divorced, Sales, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
42, Private, 165916, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
29, Federal-gov, 107411, Some-college, 10, Married-spouse-absent, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 217961, HS-grad, 9, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 45, Outlying-US(Guam-USVI-etc), <=50K
43, Self-emp-not-inc, 350387, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
46, Private, 325372, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 156718, Some-college, 10, Separated, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
23, Private, 216472, Some-college, 10, Never-married, Tech-support, Own-child, White, Female, 0, 0, 20, United-States, <=50K
29, State-gov, 106972, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
33, Private, 131934, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
33, Local-gov, 365908, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 2105, 0, 40, United-States, <=50K
46, Local-gov, 359193, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
35, Private, 261012, Some-college, 10, Married-spouse-absent, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 272944, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 40, United-States, >50K
25, Private, 113654, HS-grad, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 37, United-States, <=50K
35, Private, 218955, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 115963, 7th-8th, 4, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 42, United-States, <=50K
39, Private, 80638, Some-college, 10, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 84, United-States, >50K
37, Private, 147258, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, <=50K
22, Private, 214635, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
25, Private, 200318, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, <=50K
50, Private, 138270, HS-grad, 9, Married-civ-spouse, Sales, Wife, Black, Female, 0, 0, 40, United-States, <=50K
64, Federal-gov, 388594, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 45, ?, >50K
33, Private, 103435, Assoc-voc, 11, Separated, Prof-specialty, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
59, Self-emp-inc, 133201, 5th-6th, 3, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Italy, <=50K
24, Private, 175183, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 99870, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, <=50K
38, ?, 107479, 9th, 5, Never-married, ?, Own-child, White, Female, 0, 0, 12, United-States, <=50K
60, Private, 113440, Bachelors, 13, Divorced, Exec-managerial, Own-child, White, Male, 0, 0, 60, United-States, <=50K
19, Private, 85690, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
23, Private, 45713, Some-college, 10, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
57, Self-emp-inc, 376230, Masters, 14, Married-civ-spouse, Sales, Husband, White, Male, 99999, 0, 40, United-States, >50K
36, Private, 145576, Masters, 14, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 1977, 40, Japan, >50K
17, ?, 67808, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
24, Private, 113936, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 158291, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
27, Private, 193898, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
43, Private, 191982, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 55, United-States, <=50K
21, ?, 72953, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 271160, Assoc-voc, 11, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
22, Private, 33087, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 45, United-States, <=50K
29, Private, 106153, HS-grad, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
22, Private, 29444, 12th, 8, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 50, United-States, <=50K
37, Private, 105021, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, >50K
38, Self-emp-not-inc, 239045, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, >50K
34, Private, 94413, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
45, Private, 20534, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 84, United-States, >50K
28, Private, 350254, 1st-4th, 2, Never-married, Priv-house-serv, Not-in-family, White, Female, 0, 0, 40, Mexico, <=50K
68, Private, 194746, Doctorate, 16, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Cuba, <=50K
36, Private, 269042, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Laos, <=50K
20, Private, 447488, 9th, 5, Never-married, Other-service, Unmarried, White, Male, 0, 0, 30, Mexico, <=50K
24, Private, 267706, Some-college, 10, Never-married, Craft-repair, Own-child, White, Female, 0, 0, 45, United-States, <=50K
38, Private, 198216, Some-college, 10, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 227931, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 252646, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7298, 0, 50, United-States, >50K
47, Private, 223342, HS-grad, 9, Widowed, Adm-clerical, Not-in-family, White, Female, 2174, 0, 40, England, <=50K
28, Private, 181776, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
32, Private, 132601, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
58, Private, 205410, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
64, Self-emp-inc, 185912, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 35, United-States, >50K
38, Private, 292570, Some-college, 10, Never-married, Sales, Own-child, White, Female, 0, 0, 50, United-States, <=50K
43, Private, 76460, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 295163, 12th, 8, Divorced, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 27255, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, ?, <=50K
23, Private, 69847, Bachelors, 13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female, 0, 0, 20, United-States, <=50K
25, Private, 104993, 9th, 5, Never-married, Handlers-cleaners, Own-child, Black, Male, 2907, 0, 40, United-States, <=50K
41, Private, 322980, HS-grad, 9, Separated, Adm-clerical, Not-in-family, Black, Male, 2354, 0, 40, United-States, <=50K
24, ?, 390608, HS-grad, 9, Never-married, ?, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
41, Private, 317539, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
27, Private, 195678, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 466502, 7th-8th, 4, Widowed, Other-service, Unmarried, White, Male, 0, 0, 30, United-States, <=50K
28, Local-gov, 220754, HS-grad, 9, Separated, Transport-moving, Own-child, White, Female, 0, 0, 25, United-States, <=50K
29, Private, 202878, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 2042, 40, United-States, <=50K
36, Private, 343476, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 30, United-States, <=50K
41, Self-emp-inc, 93227, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 0, 1977, 60, Taiwan, >50K
60, Self-emp-not-inc, 38622, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
34, State-gov, 173730, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 38, United-States, <=50K
32, Private, 178623, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, ?, <=50K
27, Private, 300783, Some-college, 10, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 42, United-States, >50K
60, Private, 224644, 10th, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 191502, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Private, 61885, 12th, 8, Divorced, Transport-moving, Other-relative, Black, Male, 0, 0, 35, United-States, <=50K
34, Self-emp-not-inc, 213887, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 32, Canada, >50K
36, Private, 331395, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
54, Private, 145098, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
48, Private, 123075, Assoc-voc, 11, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, >50K
19, Private, 216804, 7th-8th, 4, Never-married, Other-service, Own-child, White, Male, 0, 0, 33, United-States, <=50K
40, Private, 188291, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
25, Private, 33610, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 234901, Assoc-acdm, 12, Separated, Adm-clerical, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
34, Self-emp-not-inc, 349148, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
30, Private, 168443, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 30, United-States, <=50K
43, Private, 211860, HS-grad, 9, Never-married, Other-service, Unmarried, Black, Female, 0, 0, 24, United-States, <=50K
35, Private, 193961, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Philippines, >50K
36, Local-gov, 52532, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States, >50K
59, Self-emp-not-inc, 75804, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 65, United-States, >50K
